KEY,TIMESTAMP,time_to_exp,open_bet,close_bet,avg_price_up,high_bet,low_bet,total_volume,trade_count,stock_open_day,stock_close,stock_avg_period,stock_vol,poly_vol_imbalance,bs_neutral_prob,true_sentiment,next_stock_move,curr_stock_move,next_true_sent,abs_sentiment
AAPL,2026-02-17 16:55:00,4.052500000000002,0.96,0.97,0.965,0.97,0.96,1336.7900000000002,6,263.8800048828125,261.7298889160156,261.39996337890625,0.27511924025704876,-0.007378478691847934,0.12535571676759882,0.8396442832324011,0.0009932841967590946,0.002601100526907177,-0.009623423320665014,0.8396442832324011
AAPL,2026-02-17 17:00:00,3.971388888888889,0.979,0.979,0.979,0.979,0.979,88.0,4,263.8800048828125,261.989990234375,261.7096659342448,0.26942003904610284,0.0,0.14897914008826385,0.8300208599117361,0.0009157253373266609,0.0009932841967590946,-0.032420085036137025,0.8300208599117361
AAPL,2026-02-17 17:05:00,3.8513888888888914,0.976,0.976,0.976,0.976,0.976,189.264,3,263.8800048828125,262.2300109863281,261.75583902994794,0.2696412720267759,0.1202724502599033,0.17839922512440082,0.7976007748755991,-0.0017175714557913437,0.0009157253373266609,0.04859632242098355,0.7976007748755991
AAPL,2026-02-17 17:10:00,3.8175000000000026,0.9701,0.97,0.9703666666666666,0.971,0.97,402.36019999999996,3,263.8800048828125,261.7799987792969,261.55999755859375,0.27544813692779707,0.022123942727624746,0.12416956937008394,0.8461970972965827,0.000611027521250385,-0.0017175714557913437,0.03458721663886344,0.8461970972965827
AAPL,2026-02-17 17:15:00,3.7208333333333314,0.98,0.98,0.98,0.98,0.98,112.88,3,263.8800048828125,261.94000244140625,261.7799987792969,0.23107272967647985,0.0,0.09921568606455389,0.8807843139354461,0.0005533668014328535,0.000611027521250385,0.03695624714332668,0.8807843139354461
AAPL,2026-02-17 17:40:00,3.281388888888891,0.989,0.989,0.989,0.989,0.989,606.6732,2,263.8800048828125,262.0849914550781,261.50499471028644,0.19950347189709103,0.0,0.07125943892122723,0.9177405610787728,-0.0020051526641134444,0.0005533668014328535,0.03873963572928907,0.9177405610787728
AAPL,2026-02-17 17:45:00,3.1802777777777784,0.99,0.99,0.9899999999999999,0.99,0.99,210.0,3,263.8800048828125,261.55999755859375,261.26999918619794,0.21005016468968454,0.0,0.03351980319193801,0.9564801968080618,0.004501219513907634,-0.0020051526641134444,-0.18397109641395937,0.9564801968080618
AAPL,2026-02-17 17:50:00,3.128055555555555,0.989,0.989,0.989,0.989,0.989,10.0444,2,263.8800048828125,262.739990234375,261.83665974934894,0.24248844540489778,-0.01100990099009902,0.21649089960589757,0.7725091003941025,-0.0014092102178177538,0.004501219513907634,0.08488564752219607,0.7725091003941025
AAPL,2026-02-17 17:55:00,3.014166666666668,0.989,0.989,0.989,0.989,0.989,100.5561,2,263.8800048828125,262.3699951171875,262.0450032552083,0.22948760234608082,-0.010999661761884383,0.13160525208370144,0.8573947479162985,0.0015614729131882947,-0.0014092102178177538,-0.07330039806711286,0.8573947479162985
AAPL,2026-02-17 18:05:00,2.8586111111111094,0.989,0.989,0.989,0.989,0.989,210.5587,3,263.8800048828125,262.7799987792969,262.50319417317706,0.23277848995779674,-0.005147274777121957,0.2049056501508143,0.7840943498491857,-0.0010284268353398377,0.0015614729131882947,0.059401235440106004,0.7840943498491857
AAPL,2026-02-17 18:10:00,2.7636111111111106,0.99,0.99,0.99,0.99,0.99,1924.0,7,263.8800048828125,262.5098876953125,262.2666320800781,0.23132145904476578,-0.005184033177812353,0.1465044147107083,0.8434955852892917,0.0072874433308013735,-0.0010284268353398377,-0.5164815033120786,0.8434955852892917
AAPL,2026-02-17 18:35:00,2.3469444444444463,0.99,0.985,0.9879999999999999,0.99,0.985,539.0895,5,263.8800048828125,264.4299011230469,264.06329345703125,0.25490228303332335,0.003548181608028278,0.6609859180227868,0.32701408197721304,0.005468905474308807,0.0072874433308013735,-0.32375276441900525,0.32701408197721304
AAPL,2026-02-17 19:50:00,1.105833333333333,0.999,0.999,0.999,0.999,0.999,8196.1,10,263.8800048828125,265.8800048828125,265.60166422526044,0.2123573974050116,0.024678244114522796,0.9957386824417922,0.003261317558207799,-0.0015809595291608367,0.005468905474308807,0.007832467496425077,0.003261317558207799
AAPL,2026-02-17 20:00:00,0.968055555555555,0.999,0.999,0.999,0.999,0.999,100.1,2,263.8800048828125,265.4599914550781,265.2966613769531,0.20942852700050507,999.0,0.9879062149453671,0.011093785054632876,-0.004190132238716773,-0.0015809595291608367,0.09136723600887553,0.011093785054632876
AAPL,2026-02-17 20:30:00,0.41694444444444656,0.999,0.999,0.999,0.999,0.999,112.0,4,263.8800048828125,264.3500061035156,264.05333455403644,0.16998773154069408,-1.1102230246251565e-16,0.8965389789364916,0.1024610210635084,-0.001211277339746307,-0.004190132238716773,0.21970609930924068,0.1024610210635084
AAPL,2026-02-17 20:35:00,0.355833333333333,0.999,0.999,0.999,0.999,0.999,7320.0,4,263.8800048828125,264.0299987792969,263.7799987792969,0.16190231911727493,0.0,0.6768328796272509,0.3221671203727491,0.003327431053377838,-0.001211277339746307,-0.45464622469371707,0.3221671203727491
AAPL,2026-02-18 14:30:00,6.436666666666667,0.55,0.39,0.519090909090909,0.58,0.39,1320.6213,11,264.3500061035156,264.9100036621094,263.7000020345052,0.16867038303324952,-0.07155952478128724,0.651570013411877,-0.132479104320968,-0.001662331552650562,0.003327431053377838,0.1334959941106807,0.132479104320968
AAPL,2026-02-18 14:35:00,6.352222222222224,0.57,0.5,0.5349999999999999,0.57,0.5,689.2,4,264.3500061035156,264.4700012207031,263.72833251953125,0.17366087206678332,1.298554608978654,0.5339831102102872,0.001016889789712705,-0.003636472945973577,-0.001662331552650562,0.019688434613584826,0.001016889789712705
AAPL,2026-02-18 14:45:00,6.225555555555555,0.31,0.31,0.31,0.31,0.31,870.0,4,264.3500061035156,263.510009765625,262.9350077311198,0.1771889493556587,0.0,0.28929467559670247,0.02070532440329753,0.0017441099647462547,-0.003636472945973577,-0.01020065584158425,0.02070532440329753
AAPL,2026-02-18 14:50:00,6.11888888888889,0.41,0.42,0.415,0.42,0.41,36.5802,4,264.3500061035156,263.9700012207031,263.4649963378906,0.18406146023556796,-0.10123901522426326,0.4044953314382867,0.010504668561713282,0.0022325944953813077,0.0017441099647462547,0.026718674106491647,0.010504668561713282
AAPL,2026-02-18 14:55:00,6.039999999999999,0.59,0.59,0.59,0.59,0.59,613.35,4,264.3500061035156,264.55999755859375,264.1534016927083,0.19440579597642796,1.4390243902439024,0.552776657331795,0.03722334266820493,0.0014353350256942994,0.0022325944953813077,-0.13712479635819985,0.03722334266820493
AAPL,2026-02-18 15:00:00,5.996111111111112,0.54,0.54,0.54,0.54,0.54,365.0,2,264.3500061035156,264.94000244140625,264.5299987792969,0.19943619950231123,1.1739130434782608,0.639901453689995,-0.09990145368999492,0.0030526227510017396,0.0014353350256942994,0.021253535612858254,0.09990145368999492
AAPL,2026-02-18 15:35:00,5.346666666666664,0.74,0.74,0.74,0.74,0.74,110.7692,2,264.3500061035156,265.75,265.54250081380206,0.19585108632387507,0.0,0.8186479180771367,-0.07864791807713667,0.0,0.0030526227510017396,-0.0031601493506919764,0.07864791807713667
AAPL,2026-02-18 15:40:00,5.277222222222221,0.79,0.7,0.7433333333333333,0.79,0.7,188.4042,6,264.3500061035156,265.75,265.5066630045573,0.19189905224954948,-0.27919054343120286,0.8251414007611619,-0.08180806742782865,-3.766680769198194e-05,0.0,0.05999919797572584,0.08180806742782865
AAPL,2026-02-18 15:45:00,5.189444444444444,0.79,0.8173,0.8054600000000001,0.82,0.79,626.2601999999999,5,264.3500061035156,265.739990234375,265.56500244140625,0.19044912123944746,0.6475745652658247,0.8272688694521029,-0.021808869452102808,0.00022574993915317558,-3.766680769198194e-05,-0.0451847471710205,0.021808869452102808
AAPL,2026-02-18 15:55:00,5.056111111111111,0.78,0.78,0.78,0.78,0.78,35.6,2,264.3500061035156,265.79998779296875,265.3333333333333,0.185465275695085,-0.21999999999999997,0.8469936166231233,-0.06699361662312331,-0.0006400636032620238,0.00022574993915317558,-0.001903585857349066,0.06699361662312331
AAPL,2026-02-18 16:00:00,4.927222222222223,0.75,0.75,0.75,0.75,0.75,180.0,4,264.3500061035156,265.6299133300781,265.36330159505206,0.18642713889415416,0.0,0.8188972024804724,-0.06889720248047237,-0.0001502842477707181,-0.0006400636032620238,0.0013809039722030292,0.06889720248047237
AAPL,2026-02-18 16:15:00,4.691666666666666,0.76,0.76,0.76,0.76,0.76,8.3334,2,264.3500061035156,265.5899963378906,265.3883361816406,0.17862338272527115,0.0,0.8275162985082694,-0.06751629850826935,0.0018808311551486454,-0.0001502842477707181,0.004607756573733579,0.06751629850826935
AAPL,2026-02-18 16:25:00,4.527222222222221,0.84,0.87,0.855,0.87,0.84,41.4943,4,264.3500061035156,266.0899963378906,265.9200032552083,0.17286264215863736,-0.06952075666572077,0.9179085419345357,-0.06290854193453577,0.0027397175430617453,0.0018808311551486454,-0.01264415126729046,0.06290854193453577
AAPL,2026-02-18 16:30:00,4.444444444444443,0.89,0.92,0.9066666666666667,0.92,0.89,32.4846,6,264.3500061035156,266.82000732421875,266.3916727701823,0.1635658717804514,-0.008863226802986124,0.982219359868493,-0.07555269320182623,-0.0030028485744271584,0.0027397175430617453,-0.005436277413820689,0.07555269320182623
AAPL,2026-02-18 16:45:00,4.169444444444444,0.87,0.87,0.8757142857142857,0.89,0.87,402.5918,7,264.3500061035156,266.0199890136719,265.75999959309894,0.14042370686648406,-0.01565818547812725,0.9567032563299326,-0.08098897061564692,-0.0017683517267237556,-0.0030028485744271584,0.01155100241008944,0.08098897061564692
AAPL,2026-02-18 17:30:00,3.418333333333333,0.85,0.84,0.8471428571428571,0.85,0.84,195.67,7,264.3500061035156,265.54998779296875,265.2916564941406,0.1383285482357039,-0.06497231012658233,0.9165808253484146,-0.06943796820555748,0.0003389629169108455,-0.0017683517267237556,0.02168203407946434,0.06943796820555748
AAPL,2026-02-18 17:55:00,3.0572222222222223,0.89,0.89,0.89,0.89,0.89,6.7416,2,264.3500061035156,265.6400146484375,265.3716735839844,0.1413839201498165,0.0,0.9377559341260931,-0.047755934126093136,0.0005268304939974221,0.0003389629169108455,-0.06074493215253318,0.047755934126093136
AAPL,2026-02-18 18:00:00,2.9627777777777773,0.85,0.85,0.85,0.85,0.85,120.0,2,264.3500061035156,265.7799987792969,265.5249938964844,0.14098949386556123,0.0,0.9585008662786263,-0.10850086627862632,-0.00011322159545222333,0.0005268304939974221,0.04779598012940012,0.10850086627862632
AAPL,2026-02-18 18:10:00,2.7650000000000006,0.9,0.9,0.9,0.9,0.9,10.0,2,264.3500061035156,265.7499084472656,265.6783040364583,0.1408028862453223,0.0,0.9607048861492262,-0.0607048861492262,0.0007902166906546505,-0.00011322159545222333,-0.029605661844169462,0.0607048861492262
AAPL,2026-02-18 18:15:00,2.6794444444444423,0.9,0.87,0.8884615384615385,0.9,0.87,1200.0,13,264.3500061035156,265.9599914550781,265.8333231608073,0.14248349547054237,0.0,0.9787720864549342,-0.09031054799339566,-0.000376090064517318,0.0007902166906546505,-0.028124546228511682,0.09031054799339566
AAPL,2026-02-18 18:20:00,2.596666666666664,0.87,0.85,0.8554666666666666,0.87,0.85,1281.728,15,264.3500061035156,265.8599853515625,265.7533264160156,0.14190288290246175,0.0021368989971568553,0.9739017608885739,-0.11843509422190734,0.0,-0.000376090064517318,-0.00938559106713499,0.11843509422190734
AAPL,2026-02-18 18:25:00,2.5038888888888877,0.85,0.87,0.8518117647058824,0.91,0.83,1204.3901,17,264.3500061035156,265.8599853515625,265.52329508463544,0.13710900319422692,0.013558529180705436,0.9796324499949247,-0.12782068528904234,-0.0013926609353095375,0.0,-0.025606965379328606,0.12782068528904234
AAPL,2026-02-18 18:30:00,2.43888888888889,0.83,0.85,0.8160000000000001,0.85,0.79,817.6294,10,264.3500061035156,265.489990234375,265.39666748046875,0.11480017989009202,-0.003490347701532559,0.969427650668371,-0.15342765066837094,0.00033524749583746646,-0.0013926609353095375,0.01268549890286541,0.15342765066837094
AAPL,2026-02-18 18:35:00,2.3955555555555534,0.84,0.84,0.84,0.84,0.84,1.0788,2,264.3500061035156,265.5790100097656,265.4672342936198,0.11294986431176528,5.250000000000001,0.9807421517655055,-0.14074215176550553,-0.00022225986659834299,0.00033524749583746646,-0.06694784296643452,0.14074215176550553
AAPL,2026-02-18 18:40:00,2.2600000000000016,0.81,0.75,0.7743809523809524,0.82,0.73,754.991,21,264.3500061035156,265.5199890136719,265.1566569010417,0.10917568790161379,0.035381004951022366,0.9820709471128924,-0.20768999473194005,-0.0013378200752887169,-0.00022225986659834299,0.045877775277300636,0.20768999473194005
AAPL,2026-02-18 18:50:00,2.0872222222222234,0.72,0.8,0.7703444444444445,0.81,0.72,224.6616,9,264.3500061035156,265.1650085449219,264.98499552408856,0.11147866298736592,0.02072337531975532,0.9321566638990839,-0.16181221945463942,-1.8874775646826525e-05,-0.0013378200752887169,0.002482588981797873,0.16181221945463942
AAPL,2026-02-18 18:55:00,2.051666666666666,0.8,0.8,0.8,0.8,0.8,12.5,2,264.3500061035156,265.1600036621094,265.0679016113281,0.09567700641803019,0.0,0.9593296304728416,-0.15932963047284154,-0.00022629486570671035,-1.8874775646826525e-05,-0.020679229690205192,0.15932963047284154
AAPL,2026-02-18 19:00:00,1.9849999999999994,0.78,0.78,0.78,0.78,0.78,131.4616,2,264.3500061035156,265.1000061035156,264.9715067545573,0.08969428122647381,0.0,0.9600088601630468,-0.18000886016304674,-7.551975380464436e-05,-0.00022629486570671035,-0.0292436340603357,0.18000886016304674
AAPL,2026-02-18 19:05:00,1.8616666666666646,0.76,0.76,0.7666666666666667,0.79,0.76,244.6142,9,264.3500061035156,265.0799865722656,264.92832438151044,0.07987211192312385,0.0,0.9759191608900492,-0.20925249422338243,-0.0005282220935656457,-7.551975380464436e-05,-0.03446271384827981,0.20925249422338243
AAPL,2026-02-18 19:10:00,1.7711111111111109,0.71,0.71,0.71,0.71,0.71,6.45,2,264.3500061035156,264.94000244140625,264.74000040690106,0.07783013329054353,2.4482758620689657,0.9537152080716622,-0.24371520807166225,-0.0009062391215249076,-0.0005282220935656457,0.11090895566682113,0.24371520807166225
AAPL,2026-02-18 19:15:00,1.7005555555555532,0.71,0.7,0.705,0.71,0.7,10.455,4,264.3500061035156,264.70001220703125,264.6010030110677,0.08069540060173269,0.04799216454456401,0.8378062524048411,-0.13280625240484112,0.000679756323514995,-0.0009062391215249076,-0.07501691199323268,0.13280625240484112
AAPL,2026-02-18 19:20:00,1.6266666666666652,0.7,0.74,0.72,0.74,0.7,400.0,4,264.3500061035156,264.8800048828125,264.75999959309894,0.08407262213843755,0.0,0.9278231643980738,-0.2078231643980738,7.546156414900723e-05,0.000679756323514995,-0.03183773476334373,0.2078231643980738
